iter	Logloss
0	0.5935468308
1	0.513684143
2	0.4393326715
3	0.3780109295
4	0.327453179
5	0.2835859993
6	0.244919714
7	0.2121589733
8	0.1778742698
9	0.1493874859
10	0.1257475068
11	0.1061207582
12	0.08976274562
13	0.07630049382
14	0.06548023037
15	0.0560623417
16	0.04837807904
17	0.0419652393
18	0.03659881594
19	0.03225196485
20	0.02837037008
21	0.025116945
22	0.02237682293
23	0.02001820279
24	0.01799459009
25	0.01626618814
26	0.0147553087
27	0.01346216288
28	0.01235847977
29	0.0113753437
30	0.01052486379
31	0.009778098581
32	0.009129653472
33	0.008553428848
34	0.008045183539
35	0.007595936898
36	0.007193973838
37	0.006845129392
38	0.006529482347
39	0.006258298007
40	0.006004347187
41	0.005777114344
42	0.005573281676
43	0.005396004079
44	0.00522880138
45	0.005084210407
46	0.004946927647
47	0.00481788306
48	0.004700683886
49	0.004597350251
50	0.004507847258
51	0.004417915213
52	0.004343179884
53	0.004274390753
54	0.00420482893
55	0.004143442491
56	0.00408723657
57	0.004038483712
58	0.003987087461
59	0.003947819902
60	0.003904580496
61	0.003865321526
62	0.003828041327
63	0.003791827925
64	0.003763948257
65	0.003732509212
66	0.003706281975
67	0.003678566624
68	0.003655258748
69	0.003632648062
70	0.00361207586
71	0.003592540366
72	0.00357352444
73	0.003551643703
74	0.003534722013
75	0.003516026997
76	0.003500965708
77	0.003484239678
78	0.003469274
79	0.003455524353
80	0.003440825172
81	0.003425511408
82	0.003414544744
83	0.00340250007
84	0.003391909345
85	0.003379938131
86	0.003365805396
87	0.003355052058
88	0.003342718109
89	0.003331045965
90	0.003320293012
91	0.003310404425
92	0.003301310059
93	0.003292806193
94	0.003283548106
95	0.003275570581
96	0.003266971534
97	0.003258619852
98	0.003251196237
99	0.003243823385
100	0.003237368129
101	0.003231040303
102	0.003222650892
103	0.003214947004
104	0.003206328367
105	0.003199000185
106	0.003193997858
107	0.003188346273
108	0.003183065551
109	0.003176787247
110	0.003166077907
111	0.003156158911
112	0.003150327362
113	0.003135022862
114	0.003126574705
115	0.003112302099
116	0.003099641886
117	0.003096339314
118	0.003083975446
119	0.003079359851
120	0.003075971809
121	0.003072740675
122	0.003070174501
123	0.003062713543
124	0.003059866992
125	0.003058448
126	0.003047136809
127	0.003036441642
128	0.003027728621
129	0.003025368518
130	0.003023944425
131	0.003021796429
132	0.003019568486
133	0.003010233469
134	0.003008929953
135	0.003000361019
136	0.00299467195
137	0.002991997352
138	0.002989457466
139	0.002987642339
140	0.002979886934
141	0.002978170933
142	0.002977019774
143	0.002975446607
144	0.002967829708
145	0.002960634295
146	0.002955286691
147	0.002953107818
148	0.002950823522
149	0.00294549862
150	0.002940597446
151	0.002939623846
152	0.002938442059
153	0.002932098201
154	0.00292621265
155	0.002921590263
156	0.002919498994
157	0.002915213408
158	0.002909594472
159	0.002906794526
160	0.002901302762
161	0.002897269796
162	0.002894572686
163	0.002892005462
164	0.002889646478
165	0.002886540928
166	0.002882858487
167	0.002881925519
168	0.002876573977
169	0.002873542077
170	0.002871819655
171	0.002867142919
172	0.002864185312
173	0.002860613598
174	0.002857848463
175	0.002855247048
176	0.002852811413
177	0.00284985099
178	0.002847059451
179	0.002844777473
180	0.002842616435
181	0.002837893096
182	0.002835731274
183	0.002832528305
184	0.002830929439
185	0.002826573965
186	0.002824552202
187	0.002822996263
188	0.002818641802
189	0.002817215774
190	0.002815407059
191	0.002811763081
192	0.002808936407
193	0.002807171867
194	0.002805234553
195	0.002801635804
196	0.002799991129
197	0.002797921523
198	0.002796385064
199	0.00279487232
200	0.002792557039
201	0.002790913833
202	0.002789698983
203	0.002787556136
204	0.002786448113
205	0.002783689472
206	0.002780817541
207	0.002777945581
208	0.002776300647
209	0.002774243657
210	0.002770709509
211	0.002769742586
212	0.002768601693
213	0.002766643738
214	0.002763880614
215	0.002762760614
216	0.002760212124
217	0.0027589536
218	0.002757851441
219	0.002756735053
220	0.002755534669
221	0.002753157585
222	0.002750708701
223	0.00274917456
224	0.002746796167
225	0.002745748334
226	0.002744926167
227	0.002742469473
228	0.002741737245
229	0.002740060421
230	0.002737579864
231	0.002734225228
232	0.002731217863
233	0.002730160173
234	0.002728811407
235	0.002726107458
236	0.00272452591
237	0.002722050658
238	0.002721187936
239	0.002719672485
240	0.002718312627
241	0.002717390427
242	0.002715741469
243	0.002713447211
244	0.002712514817
245	0.002710333661
246	0.002708277172
247	0.002707407023
248	0.002706272959
249	0.002705083116
250	0.002703388316
251	0.002701954342
252	0.002699180304
253	0.002697895793
254	0.002695352987
255	0.002693096916
256	0.002692240455
257	0.002690338389
258	0.002687698101
259	0.002685198352
260	0.002683769506
261	0.002682556442
262	0.002680284714
263	0.002679125325
264	0.002678450758
265	0.002676404808
266	0.002675307638
267	0.00267339875
268	0.002671320931
269	0.002670490441
270	0.002669691449
271	0.002665452828
272	0.002664571305
273	0.002662627259
274	0.002661569784
275	0.002660714014
276	0.002659054109
277	0.002658018231
278	0.002656453556
279	0.002655155749
280	0.002651418816
281	0.002648055717
282	0.002647232214
283	0.002646153286
284	0.002644677919
285	0.002643131662
286	0.002641299704
287	0.00263954141
288	0.002638874811
289	0.002638169931
290	0.002636812565
291	0.002635734305
292	0.002635129214
293	0.002633275517
294	0.002632147477
295	0.002629864962
296	0.002627729307
297	0.002626562078
298	0.002625774756
299	0.002623788312
300	0.002622449564
301	0.002619195462
302	0.002617318771
303	0.002615210603
304	0.002614308119
305	0.002612355369
306	0.002611279005
307	0.002610317221
308	0.002609478325
309	0.002608696804
310	0.002606556355
311	0.002605910216
312	0.00260416722
313	0.002603249857
314	0.002602473492
315	0.002601469904
316	0.002600028495
317	0.002598166672
318	0.002596743108
319	0.00259534701
320	0.002594825897
321	0.002593440079
322	0.002592446511
323	0.002591104733
324	0.002590540918
325	0.002588861111
326	0.002587285183
327	0.002586796769
328	0.002586067558
329	0.002584149768
330	0.002583136988
331	0.002582414677
332	0.002581075834
333	0.002580080558
334	0.002578707939
335	0.002576971639
336	0.002575591429
337	0.002573564158
338	0.002572378359
339	0.002571845712
340	0.002569993627
341	0.002568427073
342	0.002567779528
343	0.00256585323
344	0.002564407443
345	0.002562991256
346	0.00256247812
347	0.002561511315
348	0.002558653564
349	0.002557660024
350	0.002555532183
351	0.002554524589
352	0.002553615419
353	0.00255209706
354	0.002551547998
355	0.002550944331
356	0.002549706599
357	0.002548783344
358	0.002547895119
359	0.0025469153
360	0.002545971084
361	0.002545089602
362	0.002543850676
363	0.002542991082
364	0.002542075977
365	0.002539475585
366	0.002538489922
367	0.002537065684
368	0.002534274372
369	0.002531821498
370	0.002529212091
371	0.002527888848
372	0.002527036443
373	0.002525831728
374	0.002524593737
375	0.002524038652
376	0.002522878963
377	0.00252187167
378	0.002521346667
379	0.00252054032
380	0.002519124622
381	0.002518269929
382	0.002517733711
383	0.002516091699
384	0.002514551108
385	0.002513769031
386	0.002511096423
387	0.00251026522
388	0.002509056419
389	0.002506666393
390	0.002505107289
391	0.002503874786
392	0.002503149088
393	0.002502615213
394	0.002502132736
395	0.002501005524
396	0.002498335368
397	0.00249756756
398	0.002496693069
399	0.002495645181
400	0.002494913926
