iter	Logloss
0	0.3916795781
1	0.2259620372
2	0.1291396079
3	0.07679301933
4	0.04675893094
5	0.02867847195
6	0.01864497135
7	0.01271449819
8	0.009390454367
9	0.007287110305
10	0.005825860819
11	0.004865952987
12	0.004221254478
13	0.003738487097
14	0.003440945831
15	0.003180951778
16	0.002965696469
17	0.002800312909
18	0.002703585511
19	0.002612906353
20	0.002539256584
21	0.002485550003
22	0.002436153808
23	0.002380780862
24	0.002326249496
25	0.002281722608
26	0.002227126969
27	0.002204456999
28	0.002157736981
29	0.002146921278
30	0.002104421763
31	0.002095746295
32	0.002064567809
33	0.002056817955
34	0.00204934656
35	0.002033138217
36	0.00202339072
37	0.00201062195
38	0.001995794971
39	0.001988174552
40	0.001970579517
41	0.001946422787
42	0.001930288009
43	0.001922070002
44	0.001913328264
45	0.001906341062
46	0.001893639158
47	0.00188494157
48	0.00187703435
49	0.001871128841
50	0.001845839235
51	0.001835012326
52	0.001828962285
53	0.001808574881
54	0.001793233479
55	0.001782435201
56	0.001757730009
57	0.001750909416
58	0.001739068663
59	0.00172752724
60	0.001718914422
61	0.001703998495
62	0.001698077715
63	0.001692744834
64	0.001687457422
65	0.001665470501
66	0.001643600651
67	0.001629621431
68	0.001626337371
69	0.00160466195
70	0.001599002999
71	0.001581514251
72	0.001577438965
73	0.00156907752
74	0.001563663232
75	0.001559641065
76	0.00155063248
77	0.001542745904
78	0.001538060959
79	0.001530736925
80	0.00152200139
81	0.001509051475
82	0.001499751125
83	0.001487949837
84	0.001484662475
85	0.001482488768
86	0.001475483758
87	0.001460950051
88	0.001452717854
89	0.001445550605
90	0.001441988725
91	0.001438813749
92	0.001433447526
93	0.001419924774
94	0.001417565287
95	0.00140456843
96	0.001390690995
97	0.001383568231
98	0.001379889685
99	0.001373817303
100	0.001362519332
101	0.001357846283
102	0.001355384546
103	0.001347677871
104	0.00134284251
105	0.001341107326
106	0.001338149833
107	0.001334853598
108	0.001328659934
109	0.001326970961
110	0.001319473083
111	0.001312301719
112	0.001308421295
113	0.001297664005
114	0.001291236147
115	0.001279859884
116	0.001268408498
117	0.001262048391
118	0.00125782125
119	0.001253529325
120	0.001246443673
121	0.001241395622
122	0.001239081427
123	0.001234985652
124	0.00123154507
125	0.001228674074
126	0.00122592199
127	0.001216973669
128	0.001208871751
129	0.001204649616
130	0.001200034752
131	0.001193371459
132	0.001182591958
133	0.001178833882
134	0.001164156201
135	0.001160990742
136	0.001150597762
